10000 40000
230 3886 97
230 4173 130
231 1171 252
231 4076 82
231 5172 82
231 5342 125
231 6169 152
231 7739 294
231 8537 10
232 293 256
232 1271 144
232 2962 284
232 5296 183
233 3791 275
233 6481 161
233 9004 280
234 929 106
234 2586 238
234 3811 199
234 7090 282
235 833 211
235 1830 97
235 2566 149
235 2813 9
235 3019 51
235 6906 231
235 8653 192
235 8775 265
236 12 74
236 519 57
236 2374 205
236 4206 201
236 5313 214
236 8971 121
236 9092 252
237 1562 297
237 2264 1
237 3800 179
237 3973 196
237 7530 13
237 8423 299
238 1885 170
238 2363 268
238 3633 106
238 4293 185
238 7829 269
239 173 42
239 1273 248
239 3599 5
239 5133 14
239 9723 145
240 1120 35
240 5509 6
240 5588 295
240 9414 245
241 1070 249
241 2360 24
241 3863 250
241 4437 91
242 89 233
242 466 211
242 1500 34
242 5201 149
243 2121 239
243 4573 8
244 1457 138
244 2063 167
244 8355 277
245 4592 3
245 5068 106
245 5574 189
246 165 203
246 3289 119
246 5569 186
246 7552 12
247 263 39
247 592 205
247 607 233
247 3189 119
247 8523 211
247 8813 179
248 40 87
248 206 195
248 2717 113
248 4119 11
248 6021 218
249 563 218
249 4501 290
249 7799 293
250 1617 37
250 2448 37
250 6842 60
250 6922 78
250 7087 265
250 8020 15
250 8495 220
251 1909 46
251 3863 64
251 4296 11
251 5263 288
251 9360 171
252 4978 200
252 8949 78
253 2983 259
254 433 4
254 518 273
254 1331 150
254 2872 155
254 6692 124
254 8126 213
255 35 14
255 882 1
255 1307 187
255 1472 124
255 2336 187
255 5175 199
255 7166 248
256 89 18
256 144 234
256 490 264
256 586 246
256 2015 132
256 2275 290
257 1276 277
257 1633 45
257 3346 168
257 4811 233
258 144 215
258 873 276
259 2313 35
259 2427 54
259 3784 166
259 4082 289
259 8366 185
260 2871 68
260 5990 88
260 6994 81
260 7503 66
260 8530 212
260 9045 169
260 9464 285
260 9621 75
261 1141 90
261 8366 19
262 912 260
262 2405 191
262 2684 144
262 4019 285
262 4582 2
262 4983 57
262 7478 168
263 1074 192
263 1402 33
263 2306 33
263 2404 52
263 4007 115
263 5855 167
264 2193 97
264 2230 111
264 2231 234
264 5640 138
264 7982 149
264 8442 270
265 840 79
265 1767 199
265 6543 152
265 9514 145
266 480 169
266 1937 181
266 8384 72
266 9571 122
267 1224 298
267 1369 233
267 6597 149
267 7396 127
268 1924 73
268 2235 162
268 6713 66
268 8458 76
269 171 137
269 305 220
269 705 147
269 1746 125
269 1844 170
269 3057 27
269 3479 191
269 4696 186
269 7825 279
269 7946 179
269 9695 54
270 2632 104
270 2715 100
270 4578 75
270 9679 225
271 268 193
271 715 64
271 1754 13
271 4215 45
271 5396 76
271 6086 269
271 9507 184
272 144 59
272 703 286
272 1116 49
272 2847 89
272 4383 26
273 1831 217
273 2526 189
273 3599 221
273 4399 245
273 6031 272
273 9315 205
274 183 261
274 607 98
274 3515 29
274 4198 164
274 7034 130
274 9319 252
275 96 105
275 2088 239
275 5333 12
275 5921 10
276 4221 221
276 4528 258
276 4584 292
276 8289 262
277 1194 187
277 1309 216
277 1632 47
277 1756 228
277 2886 16
277 3220 192
278 1882 31
278 5652 110
278 6427 3
278 8498 18
278 9489 235
278 9766 248
279 742 253
279 1255 10
279 1392 139
279 5277 248
279 6183 41
279 7441 161
279 7935 164
279 8644 251
279 8882 122
280 39 143
280 787 80
280 2255 13
280 2281 21
280 5638 267
280 6742 155
280 9068 262
281 2208 178
281 4605 141
281 6486 247
282 2029 204
282 9186 224
282 9534 296
283 367 42
283 6417 89
283 7183 9
284 1984 12
284 6074 91
285 254 57
285 2426 170
285 2764 124
285 3516 158
285 4471 113
285 5063 292
285 8325 18
286 839 230
286 2222 51
286 8983 124
286 9686 79
287 2504 98
287 7154 111
287 7573 194
287 8208 238
287 8393 27
287 8976 277
288 1089 192
288 2384 221
288 3467 29
288 7611 199
289 643 114
289 6006 221
289 6471 200
289 7417 145
289 9239 222
290 20 100
290 92 118
290 1992 104
290 2731 86
291 37 24
291 2341 152
291 5238 95
291 8827 265
292 1692 104
292 2382 21
292 6492 85
292 8092 228
293 2549 220
293 3347 175
293 3855 134
293 5933 158
293 6213 273
293 8479 55
294 3305 292
294 9124 159
295 1760 276
295 2732 182
295 3431 33
296 183 175
296 2417 132
296 8875 242
296 9913 116
297 1581 18
297 2382 44
297 3340 123
297 8256 133
298 1341 283
298 2414 199
298 7682 175
299 330 194
299 3192 255
299 4630 116
299 8546 10
300 3714 190
300 3756 244
300 4379 255
300 4413 141
300 6595 60
300 8622 297
301 768 247
301 1702 244
301 4180 104
301 5226 54
301 5379 85
301 5939 57
301 8310 119
301 8902 173
302 1758 152
302 2074 23
302 4390 269
302 4763 229
303 15 243
303 433 140
303 580 171
303 1422 98
303 2101 43
303 2535 294
303 3055 158
303 4190 19
304 827 263
304 1556 24
304 4195 85
304 4433 242
304 5643 154
304 6265 185
304 7620 209
304 8237 285
304 9672 21
305 1308 190
305 1557 68
305 6635 208
305 7309 207
306 2612 18
306 3713 247
306 3785 217
306 4572 165
306 5963 205
306 7339 208
306 8715 126
306 9884 184
307 1359 240
307 1451 56
307 1839 292
307 1934 36
307 3855 28
307 6793 104
308 2524 235
308 2993 188
308 4969 283
308 7415 35
309 2587 138
309 2714 220
309 4455 117
309 6184 92
309 7526 103
309 8364 233
310 1417 85
310 3634 78
310 7001 134
310 9162 271
311 125 275
311 1215 277
311 6850 295
311 8258 275
311 8560 187
312 2208 70
312 3372 42
312 6427 169
312 7481 156
313 48 28
313 770 230
313 2890 132
313 4767 133
313 6076 116
313 6731 7
313 9535 90
314 457 51
314 4793 11
314 7922 55
314 8853 56
314 9494 19
315 2739 138
315 4122 136
315 4428 48
315 5379 81
315 9596 263
315 9906 106
316 7693 1
316 8002 292
316 8403 48
317 363 296
317 1992 214
317 2671 83
317 3030 208
317 3579 137
317 3903 130
317 5843 298
317 5997 294
317 8370 85
318 1190 268
318 1390 124
318 7518 124
319 505 159
319 954 229
319 1117 92
319 1868 179
319 8196 60
319 8473 150
320 310 163
320 1553 20
321 526 250
321 3521 170
321 3899 152
321 7978 80
321 9877 10
322 6227 95
322 7572 38
322 8822 2
322 8908 269
323 609 186
323 1153 48
323 1210 40
323 6424 57
323 7528 144
323 7661 199
323 8184 90
323 9008 291
324 3450 232
324 6340 183
324 6918 227
324 7090 45
324 9504 36
325 372 248
325 2055 181
325 5008 263
326 1058 281
326 2802 257
326 3017 257
327 1875 238
327 2729 233
327 7855 264
328 1692 129
328 4776 267
328 6966 17
328 6993 178
328 7936 204
329 682 282
329 770 150
329 977 71
329 2742 223
329 9497 157
330 4333 291
330 5998 125
330 6381 129
331 344 54
331 1845 245
331 5895 118
332 804 98
332 1572 213
332 1631 148
332 2487 56
332 4310 266
332 4466 51
332 7842 286
333 1933 232
333 1967 141
333 2283 106
333 3163 276
333 3559 227
333 3731 41
333 8374 95
333 8609 14
334 5809 88
334 6011 54
334 6084 193
334 9528 136
334 9601 79
335 62 221
335 680 128
335 2460 105
335 2648 74
335 3029 102
335 3352 30
335 4662 82
335 6420 131
336 977 154
336 1161 146
336 3352 163
336 5393 210
336 5890 65
336 7171 60
336 8863 5
336 9039 89
337 2250 53
337 3202 26
337 3566 132
337 6653 168
337 6747 92
337 7496 159
337 7997 86
338 4913 41
338 9740 53
339 5403 161
339 9611 197
340 6871 103
340 7501 135
340 7735 17
340 7786 245
341 669 184
341 3668 103
341 7413 37
341 9370 57
342 395 72
342 1145 6
342 3613 190
342 4216 266
342 6430 240
342 9853 80
343 2260 95
343 3690 275
344 1354 286
344 1359 239
344 8195 85
344 9661 173
344 9863 249
345 1928 132
346 3292 171
346 4221 120
346 6006 9
346 7802 235
346 8661 152
347 173 168
347 1271 131
347 8717 62
347 9258 271
348 886 269
348 1740 48
348 2203 28
348 7075 51
348 8281 32
349 662 81
349 4637 244
349 6973 142
350 2005 117
350 2832 273
350 5682 179
350 7345 92
350 8862 195
351 1045 159
351 2259 50
351 2502 47
351 4816 94
352 1015 274
352 3593 1
352 5793 239
352 6774 209
352 6794 194
352 8234 150
353 1234 157
353 1939 71
353 2942 204
353 2964 212
353 3465 45
353 4317 4
353 4764 168
353 5961 105
353 7175 139
353 7422 192
354 1362 161
354 1527 99
354 3741 195
354 9431 225
355 1780 185
355 2162 197
355 4790 140
355 6772 237
356 213 75
356 1071 280
356 1257 229
356 1295 103
357 2849 211
357 3025 226
357 6599 90
357 7293 87
357 8936 115
358 376 246
358 5061 179
358 8951 140
359 792 9
359 2589 89
359 2693 193
359 2831 115
359 5162 173
359 9757 239
360 892 50
360 1203 82
360 2997 195
360 4126 40
360 7143 265
360 7334 258
361 19 102
361 1419 184
361 2595 1
361 4419 75
361 9263 44
362 9832 251
363 2011 168
363 2218 161
363 4539 64
363 6485 32
363 8108 28
363 8978 74
363 9221 73
364 504 88
364 3364 180
364 3816 96
365 770 114
365 2249 36
365 2334 49
365 7938 283
365 9910 22
366 1465 232
366 3290 227
366 3340 112
366 9060 245
367 1478 211
367 4698 146
367 6243 158
367 8354 110
367 8915 179
368 1054 12
368 1455 199
368 2994 71
368 3954 127
368 4043 172
368 6271 153
368 9197 287
369 1538 104
369 2565 77
369 3347 169
369 4371 162
369 5015 181
369 6782 212
370 158 52
370 589 149
370 882 32
370 3332 38
370 3791 159
370 4687 245
370 4923 298
370 6408 197
370 6611 16
370 7440 16
370 8221 81
371 1137 233
371 3863 44
371 3924 131
371 4492 54
371 4609 84
371 5759 127
371 5794 285
372 1755 287
372 9533 184
373 31 104
373 172 43
373 3480 73
373 9000 13
374 98 191
374 782 264
374 3550 130
375 7331 15
376 7898 185
376 8801 53
376 8959 259
377 292 18
377 2658 48
377 6226 117
377 6350 48
377 8488 135
377 9246 120
378 238 145
379 1478 155
379 1787 23
379 4158 231
379 4730 104
379 5303 212
379 5811 239
379 6375 286
379 8245 242
380 2644 206
380 2771 6
380 7008 67
380 7223 118
380 8225 4
380 9571 95
381 4785 184
381 6018 30
382 2594 203
382 6140 216
382 9271 69
383 2412 54
383 2948 24
383 4071 22
383 6063 247
383 7088 12
383 9796 97
384 1810 229
384 1920 100
384 2755 206
384 5388 266
384 8778 71
384 9164 136
384 9326 233
385 7207 181
386 2007 136
386 2074 293
386 3169 7
386 8951 225
386 8972 102
387 329 84
387 4373 282
387 4509 188
387 4622 88
387 7287 128
387 7845 29
387 8035 299
388 1931 227
388 4077 213
388 7015 50
388 7954 102
389 2243 15
389 3786 68
389 6932 119
390 1800 92
390 2632 89
390 3321 190
390 5600 228
390 8164 181
391 148 246
391 372 44
391 1311 74
391 5519 182
392 478 144
392 3229 57
392 4371 232
392 7541 54
392 7736 25
393 920 81
393 1033 31
393 2979 175
393 3291 136
393 3913 244
393 4023 149
393 8348 250
394 656 93
394 2186 221
394 2419 42
394 3434 261
394 5702 25
394 8094 45
394 8490 248
395 1841 41
395 5102 116
395 7840 77
396 5200 232
396 6085 296
396 8706 205
397 41 45
397 1096 94
397 2345 112
397 5021 86
397 6059 87
397 6246 123
397 7048 124
397 9751 201
398 53 85
399 2202 111
399 3874 284
399 4926 256
399 7162 108
400 257 199
400 349 163
400 2325 41
400 2656 108
400 4537 88
400 5875 75
400 5905 138
400 8674 158
401 649 175
401 5536 156
401 7836 63
402 248 141
402 408 92
402 653 42
402 2114 140
402 2154 290
402 6982 206
402 7509 270
402 9385 296
403 758 187
403 2530 144
403 5218 299
403 5482 44
403 6407 5
403 8209 106
403 8367 299
403 9940 133
404 57 76
404 3171 19
404 6237 275
405 1653 10
405 2082 58
405 4214 187
405 4346 125
405 5327 181
405 6641 216
405 7144 124
406 961 119
406 1059 158
406 1918 168
406 2744 143
406 3637 10
406 8295 286
407 696 26
407 1477 41
407 3874 210
407 4263 238
407 4471 112
407 8876 254
408 316 183
408 3315 233
408 5214 112
408 7795 192
410 1945 55
410 3301 91
410 4878 178
410 5886 271
410 6552 292
410 7121 6
410 7198 225
410 8047 65
410 8925 24
410 9606 291
411 2001 280
411 8233 126
412 1082 99
412 1204 29
412 1673 235
412 1686 231
412 7492 228
412 8626 295
